Code,Time,Negative,Positive,Uncertainty,Litigious,StrongModal,Constraining
HST_11557,2019/8/7,113,154,75,8,47,6
HST_11940,2014/2/19,85,212,103,8,70,10
HST_11588,2016/8/1,140,180,132,6,64,7
HST_11551,2018/2/22,79,196,101,11,48,14
HST_11935,2012/10/10,87,206,98,5,59,7
HST_11607,2014/8/2,84,192,84,10,37,3
HST_11552,2018/5/3,68,198,69,3,38,6
HST_11587,2016/11/2,108,168,116,10,51,12
HST_11476,2017/4/28,97,232,96,9,48,8
HST_11593,2015/4/30,104,209,109,10,75,10
HST_11594,2015/2/19,116,193,75,8,82,8
HST_11586,2017/2/22,105,218,108,8,63,6
HST_11938,2013/8/2,96,172,111,8,56,10
HST_11556,2019/5/2,102,195,56,3,44,7
HST_11936,2013/2/21,103,158,139,1,68,8
HST_11595,2014/11/1,109,228,127,12,84,9
HST_11555,2019/2/20,69,171,78,3,44,9
HST_11939,2013/11/5,79,188,104,7,59,4
HST_11937,2013/5/3,87,179,146,6,48,9
HST_11559,2020/2/20,74,109,70,4,37,2
HST_11558,2019/11/6,81,140,89,9,50,5
HST_11933,2012/4/25,85,203,139,3,47,7
HST_11477,2017/7/27,88,214,94,8,41,10
HST_11589,2016/4/29,111,184,105,15,67,13
HST_11592,2015/7/30,135,180,113,5,59,5
HSY_10984,2018/7/26,72,227,75,5,42,13
HSY_10983,2018/4/26,85,190,91,2,45,7
HSY_10835,2016/1/28,93,143,56,2,51,4
HSY_10990,2020/1/30,73,187,78,5,65,4
HSY_10977,2016/10/28,80,220,80,0,89,6
HSY_10980,2017/7/26,96,218,66,1,54,4
HSY_10671,2012/4/24,83,204,100,1,56,10
HSY_10985,2018/10/25,66,202,74,4,56,4
HSY_10832,2015/4/23,102,126,89,0,36,3
HSY_10673,2012/10/25,47,187,73,4,53,9
HSY_10978,2017/2/3,65,198,75,3,40,2
HSY_10831,2015/1/29,94,176,87,0,51,6
HSY_10982,2018/2/1,81,194,61,2,55,3
HSY_10979,2017/4/26,75,166,86,2,34,9
HSY_10830,2014/10/29,91,133,86,3,44,8
HSY_10826,2013/10/24,40,148,73,1,46,5
HSY_10988,2019/7/25,74,166,76,1,41,7
HSY_10672,2012/7/26,83,216,91,3,38,2
HSY_10828,2014/4/24,104,138,78,5,53,2
HSY_10986,2019/1/31,111,232,92,1,74,8
HSY_10829,2014/7/24,101,125,68,1,51,5
HSY_10827,2014/1/30,57,153,65,4,36,3
HSY_10976,2016/7/29,89,190,74,1,73,5
HSY_10987,2019/4/25,65,188,56,2,46,5
HSY_10674,2013/1/31,59,178,76,2,55,2
HSY_10989,2019/10/24,72,177,85,1,76,3
HSY_10825,2013/7/25,55,149,73,2,30,5
HSY_10981,2017/10/26,63,166,66,2,54,3
HSY_10670,2012/2/1,99,169,89,3,41,8
HUM_11472,2014/5/7,93,158,122,23,44,2
HUM_11957,2013/5/1,124,208,130,20,62,12
HUM_11955,2012/11/5,81,187,124,20,59,5
HUM_11471,2014/2/5,76,137,159,26,35,9
HUM_11473,2014/8/2,105,185,133,35,79,6
HUM_11550,2020/2/5,140,306,110,25,65,27
HUM_11952,2012/4/30,90,161,95,33,44,17
HUM_11539,2017/5/3,70,109,74,12,38,11
HUM_11540,2017/8/2,65,241,96,24,40,23
HUM_11951,2012/2/6,79,209,110,18,44,5
HUM_11549,2019/11/6,119,249,122,24,57,24
HUM_11547,2019/5/1,83,179,95,18,42,11
HUM_11541,2017/11/8,88,209,79,18,57,10
HUM_11543,2018/5/2,67,163,69,22,29,13
HUM_11548,2019/7/31,89,225,94,10,28,18
HUM_11544,2018/8/1,91,219,99,29,79,30
HUM_11953,2012/7/31,121,216,138,42,57,4
HUM_11956,2013/2/4,85,174,142,23,53,5
HUM_11469,2013/7/31,75,185,117,14,55,8
HUM_11470,2013/11/6,105,220,144,41,60,9
HUM_11596,2015/4/29,95,151,120,47,61,12
HUM_11545,2018/11/7,95,212,91,14,51,26
HUM_11475,2015/2/4,91,129,80,21,38,8
IBM_11740,2013/4/18,108,145,56,10,26,3
IBM_11746,2014/10/20,198,126,67,7,72,15
IBM_11745,2014/7/17,98,141,27,7,26,8
IBM_11743,2014/1/21,139,187,82,12,108,10
IBM_11989,2012/7/18,76,150,44,9,20,2
IBM_11804,2015/4/20,109,154,62,9,50,7
IBM_11738,2012/10/17,104,142,43,10,22,5
IBM_11964,2018/4/18,88,193,43,6,23,5
IBM_11972,2018/1/18,89,200,65,13,57,5
IBM_11962,2018/10/16,100,193,34,5,49,6
IBM_11744,2014/4/16,114,106,73,6,64,3
IBM_11990,2012/4/17,59,173,39,21,20,4
IBM_11975,2017/4/18,91,152,41,14,59,10
IBM_11742,2013/10/16,117,146,49,5,32,3
IBM_11807,2016/1/19,104,155,63,10,60,7
IBM_11841,2016/7/19,100,111,44,1,49,9
IBM_11960,2019/4/16,117,173,55,6,20,8
IBM_11903,2020/1/21,84,150,43,6,41,14
IBM_11806,2015/10/19,133,121,53,7,48,4
IBM_11803,2015/1/20,158,168,69,5,67,11
IBM_11976,2017/1/19,104,179,55,14,66,11
IBM_11977,2016/10/17,78,138,64,8,49,6
IBM_11805,2015/7/20,120,148,63,5,45,6
IBM_11974,2017/7/19,103,200,48,25,65,7
IBM_11991,2012/1/19,67,183,50,5,16,4
IBM_11739,2013/1/22,61,163,45,16,29,4
IBM_11808,2016/4/18,125,143,58,3,55,9
IBM_11961,2019/1/22,120,219,65,5,39,8
IBM_11963,2018/7/18,78,181,36,5,30,4
ICE_11982,2013/11/5,80,132,89,24,43,11
ICE_11906,2018/5/3,73,169,73,24,51,2
ICE_11968,2015/2/5,120,167,146,41,61,22
ICE_11911,2019/8/1,55,100,57,13,36,3
ICE_11851,2017/8/3,69,129,91,24,48,10
ICE_11913,2020/2/6,75,129,87,20,74,10
ICE_11850,2017/5/3,71,127,85,22,35,10
ICE_11846,2016/5/4,85,151,74,26,44,8
ICE_11908,2018/10/31,98,143,93,16,61,9
ICE_11971,2014/5/8,134,218,133,60,74,20
ICE_11987,2012/8/1,101,190,154,89,110,34
ICE_11984,2013/5/1,79,126,105,53,50,29
ICE_11912,2019/10/31,55,126,66,27,33,5
ICE_11909,2019/2/7,80,118,83,26,55,15
ICE_11842,2015/5/5,60,146,80,45,34,10
ICE_11905,2018/2/7,81,160,64,15,91,10
ICE_11970,2014/8/7,124,119,98,35,60,15
ICE_11818,2012/2/8,111,185,141,46,65,11
ICE_11985,2013/2/6,82,155,122,66,56,24
ICE_11844,2015/10/28,70,160,68,17,88,16
ICE_11843,2015/8/5,58,166,64,29,43,15
ICE_11848,2016/11/1,77,121,82,19,62,14
ICE_11983,2013/8/6,74,125,94,45,43,22
ICE_11988,2012/5/2,114,198,145,56,72,21
ICE_11969,2014/11/4,114,229,148,51,51,16
ICE_11986,2012/11/5,108,164,118,66,70,37
ICE_11910,2019/5/2,80,109,60,23,37,6
ICE_11847,2016/8/3,70,164,112,23,34,7
ICE_11981,2014/2/11,101,134,112,50,84,24
IDXX_11400,2012/1/27,80,143,81,21,44,6
IDXX_11530,2020/1/31,32,221,71,1,35,3
IDXX_11522,2018/2/1,44,264,52,5,53,10
IDXX_11405,2013/4/23,74,189,79,4,53,8
IDXX_11528,2019/8/1,49,271,77,3,34,4
IDXX_11452,2014/10/24,47,215,71,4,52,10
IDXX_11526,2019/2/1,39,207,63,1,27,5
IDXX_11406,2013/7/23,70,167,71,5,40,9
IDXX_11402,2012/7/20,71,150,90,11,32,2
IDXX_11527,2019/5/1,45,231,65,1,28,3
IDXX_11518,2017/2/2,46,232,72,4,53,5
IDXX_11457,2016/1/29,51,214,70,7,51,13
IDXX_11523,2018/5/4,42,236,57,2,31,4
IDXX_11521,2017/10/31,66,250,83,6,36,7
IDXX_11454,2015/4/28,59,206,59,7,40,6
IDXX_11456,2015/10/28,53,198,89,6,39,22
IDXX_11529,2019/10/31,37,239,101,0,50,7
IDXX_11520,2017/8/1,48,273,75,4,56,5
IDXX_11525,2018/11/1,54,223,85,2,33,9
IDXX_11407,2013/10/22,70,164,82,4,37,5
IDXX_11455,2015/7/30,55,196,70,7,51,7
IDXX_11404,2013/1/29,48,151,73,6,54,4
IDXX_11519,2017/4/28,39,313,58,4,43,8
IDXX_11401,2012/4/20,88,154,109,27,58,11
IDXX_11524,2018/8/1,47,212,67,0,32,7
IDXX_11450,2014/4/25,54,228,62,4,34,6
IDXX_11460,2016/11/1,40,229,70,2,37,10
IDXX_11403,2012/10/19,43,154,63,8,51,8
IDXX_11458,2016/4/29,37,199,76,3,24,7
IFF_11644,2012/8/10,89,214,68,9,50,6
IFF_11877,2019/8/6,96,186,88,5,50,5
IFF_11647,2013/5/7,62,298,68,3,52,4
IFF_11759,2014/5/6,54,258,46,1,36,8
IFF_11630,2015/5/12,63,180,59,2,35,2
IFF_11878,2019/11/5,93,216,71,8,42,5
IFF_11621,2017/11/7,69,236,84,2,25,6
IFF_11638,2017/5/9,108,176,109,6,29,8
IFF_11634,2016/5/10,57,173,94,1,28,8
IFF_11637,2017/2/16,74,280,77,12,51,8
IFF_11761,2014/11/4,90,271,77,2,71,8
IFF_11875,2019/2/14,94,183,85,0,69,3
IFF_11874,2018/11/6,81,203,101,4,55,2
IFF_11635,2016/8/9,61,192,70,0,42,5
IFF_11642,2012/2/9,100,241,92,7,49,9
IFF_11872,2018/2/15,90,191,98,13,41,5
IFF_11650,2014/2/13,66,351,89,8,68,10
IFF_11631,2015/8/11,77,244,91,4,48,5
IFF_11879,2020/2/13,80,183,77,3,60,8
IFF_11632,2015/11/10,58,273,91,3,35,6
IFF_11649,2013/11/5,60,236,53,2,30,7
IFF_11629,2015/2/12,49,222,57,1,29,1
IFF_11760,2014/8/5,101,239,70,3,61,3
IFF_11876,2019/5/7,84,174,65,6,43,2
IFF_11648,2013/8/6,80,302,68,1,40,7
IFF_11873,2018/8/8,83,231,118,10,67,7
IFF_11643,2012/5/8,54,134,61,5,27,0
IFF_11645,2012/11/6,63,226,52,4,41,3
ILMN_11359,2013/10/21,76,165,117,6,52,8
ILMN_11361,2014/4/23,69,141,104,11,45,6
ILMN_11363,2014/10/21,70,201,107,15,57,8
ILMN_11496,2019/1/29,48,84,73,4,61,9
ILMN_11419,2016/7/26,86,172,82,11,55,10
ILMN_11360,2014/1/28,70,134,124,7,80,15
ILMN_11311,2013/1/28,79,159,151,13,95,10
ILMN_11427,2018/7/30,58,134,81,4,58,2
ILMN_11418,2016/5/4,141,142,119,14,68,8
ILMN_11424,2017/10/24,54,128,87,5,80,12
ILMN_11364,2015/1/27,66,159,144,24,106,6
ILMN_11428,2018/10/24,57,133,97,4,54,16
ILMN_11309,2012/7/25,81,151,143,10,76,8
ILMN_11426,2018/4/24,55,163,91,14,63,4
ILMN_11366,2015/7/21,72,142,109,10,77,10
ILMN_11497,2019/4/25,59,117,94,5,51,7
ILMN_11362,2014/7/24,75,135,134,25,75,10
ILMN_11358,2013/7/23,64,177,124,22,76,14
ILMN_11367,2015/10/21,68,136,86,18,66,5
ILMN_11307,2012/2/8,67,149,139,8,80,14
ILMN_11500,2020/1/29,64,102,84,10,61,9
ILMN_11312,2013/4/22,53,135,99,16,47,10
ILMN_11423,2017/8/2,47,114,78,2,49,3
ILMN_11425,2018/1/30,32,130,96,8,63,9
ILMN_11308,2012/4/23,80,141,157,10,58,13
ILMN_11498,2019/7/29,68,108,106,10,58,6
ILMN_11420,2016/11/1,77,146,103,10,61,6
ILMN_11421,2017/1/31,53,115,87,7,87,7
ILMN_11368,2016/2/3,71,118,119,16,65,8
INCY_11967,2019/7/30,114,134,82,20,70,11
INCY_11836,2017/5/4,114,99,80,10,52,5
INCY_11797,2015/11/3,77,80,65,5,39,4
INCY_11993,2014/5/1,91,111,85,7,70,7
INCY_11838,2017/10/31,82,151,85,6,43,6
INCY_11799,2016/5/9,83,105,81,5,65,2
INCY_11837,2017/8/1,99,117,71,5,45,6
INCY_11798,2016/2/11,85,91,89,5,50,4
INCY_11965,2020/2/13,69,99,71,13,28,6
INCY_11902,2019/4/30,83,123,83,7,68,13
INCY_11900,2018/10/30,82,144,87,18,46,14
INCY_11997,2013/5/2,98,109,91,6,37,8
INCY_11839,2018/2/15,94,115,102,13,66,10
INCY_11676,2012/2/15,106,94,96,10,54,16
INCY_11994,2014/2/12,89,154,122,10,53,9
INCY_11795,2015/4/30,66,83,46,2,29,6
INCY_11800,2016/8/9,103,126,88,11,41,6
INCY_11792,2014/7/31,101,98,84,10,53,10
INCY_11899,2018/7/31,86,155,91,8,35,3
INCY_11802,2017/2/14,82,102,84,13,55,11
INCY_11796,2015/8/4,72,82,48,1,15,2
INCY_11966,2019/10/29,70,149,103,8,41,7
INCY_11737,2012/11/1,148,124,90,6,43,14
INCY_11995,2013/10/31,85,135,118,2,68,4
INCY_11801,2016/11/1,116,130,82,3,50,5
INCY_11998,2013/2/14,104,119,86,7,46,5
INCY_11677,2012/4/26,85,85,89,4,47,13
INCY_11794,2015/2/12,96,91,75,4,36,6
INCY_11685,2012/8/2,158,90,127,2,54,11
INFO_11442,2016/9/27,101,187,77,9,56,14
INFO_11443,2017/1/17,110,204,63,16,29,3
INFO_11510,2018/3/29,73,147,64,9,17,5
INFO_11513,2019/1/15,122,168,82,13,40,6
INFO_11516,2019/9/24,113,132,70,10,43,3
INFO_11445,2017/6/27,95,219,61,12,49,5
INFO_11446,2017/9/26,85,198,79,11,52,18
INFO_11514,2019/3/26,73,112,61,19,44,6
INFO_11448,2018/1/16,72,187,44,16,27,10
INFO_11515,2019/6/26,78,183,51,5,44,10
INFO_11511,2018/6/26,60,151,50,4,30,11
INFO_11444,2017/3/28,116,231,76,11,29,4
INFO_11512,2018/9/25,61,127,56,5,32,7
INTC_11206,2014/4/15,86,134,53,5,29,8
INTC_11612,2019/4/25,83,135,71,1,23,10
INTC_11230,2013/10/15,89,103,85,3,70,4
INTC_11610,2019/10/24,67,166,57,1,48,9
INTC_11609,2020/1/23,65,167,56,0,67,15
INTC_11179,2016/7/20,72,127,58,0,27,6
INTC_11210,2014/10/14,67,122,63,0,34,6
INTC_11226,2013/4/16,58,122,69,3,34,4
INTC_11170,2018/4/26,75,161,76,1,44,6
INTC_11172,2018/10/25,51,159,51,1,40,15
INTC_11222,2012/10/16,86,73,70,0,33,2
INTC_11276,2012/4/17,87,128,77,2,30,7
INTC_11613,2019/1/24,67,141,63,2,36,17
INTC_11224,2013/1/17,60,101,65,2,47,5
INTC_11611,2019/7/25,83,174,74,2,35,13
INTC_11169,2018/1/25,65,150,75,5,50,13
INTC_11183,2017/7/27,56,152,49,1,20,5
INTC_11228,2013/7/17,70,125,46,0,51,1
INTC_11220,2012/7/17,73,77,51,1,20,1
INTC_11195,2015/10/13,68,114,60,2,50,8
INTC_11180,2016/10/19,101,139,56,3,39,6
INTC_11171,2018/7/26,82,178,53,2,32,4
INTC_11190,2015/1/15,78,136,71,0,53,6
INTC_11196,2016/1/14,76,105,48,1,51,4
INTC_11181,2017/1/27,70,174,100,4,56,11
INTC_11197,2016/4/19,97,142,70,5,61,3
INTC_11250,2012/1/19,58,90,66,3,38,1
INTC_11194,2015/7/15,79,121,68,10,47,2
INTC_11182,2017/4/27,57,132,60,3,41,14
IP_11787,2014/7/29,122,190,78,11,31,12
IP_11781,2013/1/29,119,169,78,4,59,8
IP_11894,2019/1/31,107,176,75,7,51,7
IP_11736,2012/2/2,95,187,74,6,45,4
IP_11890,2018/2/1,77,183,59,7,49,9
IP_11786,2014/4/30,152,178,79,4,33,5
IP_11790,2015/4/29,104,153,71,7,42,10
IP_11893,2018/10/25,104,171,80,5,65,16
IP_11789,2015/1/28,145,226,120,7,67,16
IP_11896,2019/7/25,132,139,78,4,51,7
IP_11791,2015/7/29,121,214,93,5,49,14
IP_11785,2014/2/4,120,187,75,1,61,2
IP_11784,2013/10/24,98,168,82,6,49,6
IP_11835,2017/10/25,92,162,89,16,53,12
IP_11783,2013/7/25,93,164,62,1,41,4
IP_11830,2016/7/29,97,157,78,11,77,15
IP_11897,2019/10/31,105,154,85,9,46,3
IP_11892,2018/7/26,92,152,66,6,48,14
IP_11891,2018/4/26,114,170,80,3,49,11
IP_11833,2017/4/27,119,170,99,18,45,12
IP_11834,2017/7/27,80,183,92,14,34,10
IP_11831,2016/10/27,109,162,66,10,33,5
IP_11829,2016/4/27,105,192,74,2,61,7
IP_11832,2017/2/2,119,155,55,6,60,7
IP_11895,2019/4/25,139,192,92,4,50,8
IP_11898,2020/1/31,113,160,69,13,41,15
IP_11780,2012/10/25,119,190,86,8,57,15
IP_11788,2014/11/4,140,169,90,6,70,12
IP_11779,2012/7/26,113,164,78,6,37,10
IPG_11980,2015/2/13,75,194,56,6,41,4
IPG_11880,2017/10/24,102,188,64,13,53,16
IPG_11886,2019/4/26,91,171,55,5,35,4
IPG_11768,2012/7/26,59,158,51,5,53,5
IPG_11884,2018/10/19,72,245,50,3,42,9
IPG_11767,2012/4/26,65,173,44,8,33,2
IPG_11881,2018/2/14,81,206,54,5,45,12
IPG_11822,2016/7/21,87,200,65,14,42,8
IPG_11979,2015/4/24,64,178,65,7,57,10
IPG_11819,2015/10/21,56,221,50,10,39,8
IPG_11824,2017/2/10,64,214,55,5,44,8
IPG_11772,2013/7/19,72,171,50,7,68,2
IPG_11883,2018/7/24,77,220,39,3,32,11
IPG_11888,2019/10/22,67,176,43,7,37,11
IPG_11771,2013/4/19,91,169,55,9,36,3
IPG_11882,2018/4/29,86,185,56,12,42,9
IPG_11821,2016/4/22,44,238,70,10,40,9
IPG_11825,2017/4/21,83,211,47,7,56,9
IPG_11887,2019/7/23,95,222,42,3,21,4
IPG_11776,2014/7/18,91,190,61,2,39,3
IPG_11766,2012/2/24,66,163,64,10,32,4
IPG_11770,2013/2/22,62,187,56,15,31,6
IPG_11775,2014/4/22,67,159,43,2,48,7
IPG_11823,2016/10/21,68,186,61,1,52,7
IPG_11820,2016/2/12,93,183,72,7,23,11
IPG_11889,2020/2/12,69,177,46,6,28,9
IPG_11978,2015/7/22,74,178,49,0,31,7
IPG_11769,2012/10/26,92,148,71,8,27,9
IPG_11773,2013/10/18,64,175,60,7,55,9
IR_11357,2016/7/27,131,182,67,14,32,4
IR_11295,2014/2/11,90,86,55,14,36,4
IR_11355,2016/2/9,117,146,80,17,35,6
IR_11494,2019/10/29,99,190,96,22,24,14
IR_11356,2016/4/26,111,235,74,22,33,4
IR_11608,2018/7/25,83,223,85,17,30,13
IR_11174,2017/2/1,107,187,75,22,35,8
IR_11287,2012/2/8,120,157,77,9,54,8
IR_11490,2018/10/24,74,230,88,17,41,14
IR_11185,2014/4/23,116,129,76,14,41,1
IR_11417,2018/4/25,79,251,98,16,39,17
IR_11175,2017/4/26,95,224,100,15,24,9
IR_11173,2016/10/26,91,196,75,28,32,12
IR_11354,2015/10/27,113,137,80,26,37,9
IR_11294,2013/10/18,73,134,48,9,22,4
IR_11188,2015/1/30,101,138,90,24,59,4
IR_11352,2015/4/23,100,162,64,20,35,2
IR_11491,2019/1/30,128,243,94,28,45,11
IR_11291,2013/2/1,108,149,61,3,38,4
IR_11290,2012/10/19,84,146,74,6,38,5
IR_11495,2020/1/29,130,216,86,34,83,10
IR_11293,2013/7/19,73,131,46,12,21,6
IR_11493,2019/7/30,95,229,97,19,38,21
IR_11292,2013/4/23,62,99,61,7,26,1
IR_11178,2018/1/31,85,230,93,29,30,20
IR_11186,2014/7/22,90,155,73,21,42,4
IR_11187,2014/10/22,121,101,82,23,35,12
IR_11177,2017/10/25,111,195,72,21,40,11
IR_11353,2015/7/28,111,115,106,22,26,6
IRM_12258,2012/4/26,67,223,64,2,42,19
IRM_12677,2019/10/31,74,182,63,3,92,8
IRM_12712,2015/2/20,74,172,77,4,41,13
IRM_12710,2015/7/30,114,160,78,11,42,5
IRM_12681,2018/10/25,78,162,52,11,41,2
IRM_12705,2016/11/1,124,174,84,14,36,15
IRM_12257,2012/2/23,98,171,85,6,66,18
IRM_12713,2014/10/30,67,139,75,13,56,11
IRM_12704,2017/2/23,103,217,74,9,60,15
IRM_12680,2019/2/14,62,182,61,4,49,15
IRM_12391,2013/10/31,71,223,80,14,53,8
IRM_12393,2014/5/1,65,154,64,21,25,3
IRM_12392,2014/2/28,66,124,47,17,24,16
IRM_12543,2017/10/25,70,157,46,6,42,15
IRM_12394,2014/7/31,48,156,60,9,42,9
IRM_12261,2013/2/28,50,175,47,6,18,8
IRM_12002,2013/5/1,62,181,38,11,29,9
IRM_12706,2016/8/4,134,137,56,9,39,9
IRM_12003,2013/8/1,58,138,49,23,27,7
IRM_12679,2019/4/25,77,152,64,9,50,6
IRM_12709,2015/10/30,78,83,68,16,25,6
IRM_12260,2012/10/31,98,152,69,12,53,13
IRM_12678,2019/8/1,69,152,59,9,39,4
IRM_12544,2018/2/16,74,152,52,3,55,2
IRM_12259,2012/7/26,92,165,57,8,52,12
IRM_12711,2015/4/29,83,158,77,23,39,8
IRM_12708,2016/2/25,92,133,78,16,44,5
ISRG_12571,2016/1/21,58,118,113,21,79,13
ISRG_12689,2019/10/17,51,119,110,12,72,11
ISRG_12570,2015/10/20,61,115,102,11,63,11
ISRG_12565,2014/7/22,65,128,104,17,57,12
ISRG_12683,2018/4/17,78,137,97,11,60,16
ISRG_12437,2013/4/18,76,107,91,13,39,5
ISRG_12670,2016/7/20,52,124,96,8,59,11
ISRG_12672,2017/1/24,51,148,106,15,51,16
ISRG_12675,2017/10/19,58,119,81,19,69,11
ISRG_12686,2019/1/24,57,118,107,5,65,13
ISRG_12687,2019/4/18,52,116,108,5,46,24
ISRG_12674,2017/7/20,58,135,89,17,56,13
ISRG_12438,2013/7/18,86,79,116,14,56,8
ISRG_12563,2014/1/23,85,118,138,4,95,14
ISRG_12673,2017/4/18,60,137,85,14,69,9
ISRG_12562,2013/10/17,81,96,92,4,56,8
ISRG_12436,2013/1/22,70,90,97,12,48,6
ISRG_12566,2014/10/21,61,125,92,13,54,10
ISRG_12688,2019/7/18,45,113,118,11,41,13
ISRG_12434,2012/7/19,69,86,92,10,50,11
ISRG_12564,2014/4/23,75,98,107,18,44,6
ISRG_12569,2015/7/21,49,129,85,15,60,14
ISRG_12432,2012/1/19,68,74,89,6,43,8
ISRG_12690,2020/1/23,70,136,118,8,71,6
ISRG_12671,2016/10/18,60,92,104,13,47,11
ISRG_12435,2012/10/16,90,72,105,5,44,7
ISRG_12669,2016/4/19,65,142,104,11,39,9
ISRG_12684,2018/7/19,51,98,84,11,70,19
IT_10395,2012/8/3,77,146,55,38,29,5
IT_10279,2018/8/1,88,139,33,26,31,1
IT_10282,2019/5/7,83,142,45,38,29,5
IT_10012,2014/5/1,72,173,80,29,77,13
IT_10394,2012/11/2,59,120,32,21,20,3
IT_10396,2012/5/3,62,160,38,18,22,3
IT_10014,2014/11/6,63,154,51,29,29,5
IT_10010,2013/11/7,99,142,75,33,29,8
IT_10280,2018/11/1,88,170,44,27,49,9
IT_10161,2016/5/5,88,191,74,25,35,3
IT_10157,2015/5/10,75,179,70,40,43,6
IT_10393,2013/2/7,72,142,66,33,30,3
IT_10015,2015/2/5,79,187,94,40,57,6
IT_10166,2017/8/8,115,243,105,31,66,7
IT_10013,2014/8/5,69,153,72,36,27,3
IT_10009,2013/8/2,66,139,58,20,26,7
IT_10167,2017/11/2,111,215,80,30,59,4
IT_10159,2015/11/5,90,179,46,31,29,9
IT_10284,2019/10/31,70,161,48,38,38,10
IT_10278,2018/5/8,104,147,37,39,28,0
IT_10160,2016/2/4,91,176,82,32,31,2
IT_10008,2013/5/2,77,132,46,24,36,4
IT_10165,2017/5/4,83,178,92,27,58,4
IT_10283,2019/7/30,72,172,63,36,24,2
IT_9859,2012/2/7,66,180,49,29,49,6
IT_10011,2014/2/6,69,138,78,46,32,7
IT_10277,2018/2/6,110,215,72,36,55,9
ITW_11507,2019/7/26,153,124,88,3,37,2
ITW_11437,2017/10/23,68,146,65,24,23,1
ITW_11376,2014/10/21,90,179,89,1,25,1
ITW_11503,2018/7/23,68,120,77,10,23,4
ITW_11369,2013/1/29,127,114,76,5,40,1
ITW_11506,2019/4/25,150,146,58,0,26,2
ITW_11330,2012/7/24,141,134,78,1,43,5
ITW_11371,2013/7/23,98,157,61,9,31,0
ITW_11429,2015/10/21,121,171,64,2,48,2
ITW_11370,2013/4/23,161,139,68,1,43,8
ITW_11501,2018/1/24,59,118,90,15,37,2
ITW_11505,2019/2/1,125,173,99,6,38,3
ITW_11379,2015/7/22,76,161,72,4,30,5
ITW_11436,2017/7/24,69,132,51,12,18,0
ITW_11435,2017/4/24,42,141,60,3,21,3
ITW_11378,2015/4/21,87,150,66,3,14,4
ITW_11502,2018/4/26,70,162,89,1,25,4
ITW_11508,2019/10/25,122,152,85,5,32,2
ITW_11375,2014/7/29,63,145,42,2,19,1
ITW_11432,2016/7/20,97,183,89,8,36,3
ITW_11434,2017/1/25,61,172,70,1,22,2
ITW_11433,2016/10/20,77,132,57,6,15,4
ITW_11504,2018/10/24,100,161,79,10,23,5
ITW_11430,2016/1/27,83,192,76,2,28,2
ITW_11329,2012/4/24,115,131,91,0,72,8
ITW_11509,2020/1/31,124,161,96,2,39,1
ITW_11377,2015/1/27,55,101,37,1,10,1
ITW_11372,2013/10/22,85,171,76,5,29,3
ITW_11374,2014/4/22,80,142,69,1,26,4
IVZ_12557,2016/7/31,94,173,120,9,34,13
IVZ_12661,2018/4/26,109,198,130,13,61,10
IVZ_12554,2015/10/29,110,164,142,8,51,10
IVZ_12558,2016/10/27,81,108,93,4,46,6
IVZ_12412,2013/4/30,64,237,148,6,61,5
IVZ_12561,2017/7/28,90,151,131,24,45,10
IVZ_12665,2019/4/25,127,223,124,2,81,9
IVZ_12555,2016/1/28,70,189,134,10,75,17
IVZ_12660,2018/1/31,125,189,149,15,72,12
IVZ_12547,2013/10/31,102,197,144,6,54,12
IVZ_12766,2017/10/28,109,222,153,6,70,8
IVZ_12553,2015/8/2,122,184,139,23,42,18
IVZ_12667,2019/10/23,90,198,111,6,50,15
IVZ_12408,2012/4/26,84,181,137,3,42,14
IVZ_12662,2018/7/26,93,180,128,6,37,10
IVZ_12413,2013/7/31,113,155,133,12,42,13
IVZ_12551,2014/10/30,107,218,141,5,29,8
IVZ_12410,2012/11/1,87,214,144,6,52,21
IVZ_12548,2014/1/30,95,186,180,11,55,6
IVZ_12549,2014/5/1,76,185,132,5,36,12
IVZ_12556,2016/4/30,132,192,171,16,89,12
IVZ_12666,2019/7/25,101,209,136,4,41,5
IVZ_12664,2019/1/30,130,203,136,8,75,20
IVZ_12407,2012/1/26,87,182,184,4,55,21
IVZ_12559,2017/1/27,101,143,139,12,56,12
IVZ_12550,2014/7/31,75,156,106,9,35,9
IVZ_12668,2020/1/29,78,155,132,8,31,9
IVZ_12663,2018/10/18,109,184,134,4,57,17
JBHT_12682,2020/1/17,118,129,85,11,51,11
JBHT_12691,2019/10/15,84,118,106,12,47,5
JBHT_11999,2018/10/16,121,124,123,37,47,13
JBHT_12692,2019/7/15,81,125,93,16,17,4
JCI_12381,2015/4/23,78,209,78,10,30,8
JCI_12377,2014/10/30,70,209,74,10,49,12
JCI_12533,2016/7/21,70,179,72,8,51,10
JCI_12529,2016/1/28,78,190,66,2,29,7
JCI_12234,2013/10/29,121,173,89,10,33,6
JCI_12535,2016/11/8,77,202,85,2,37,14
JCI_12230,2013/4/23,136,186,91,8,50,9
JCI_12115,2012/4/20,103,170,82,12,28,3
JCI_12238,2014/4/23,95,174,103,7,45,7
JCI_12383,2015/7/24,65,188,82,3,83,7
JCI_12649,2019/7/31,65,160,54,6,29,7
JCI_12121,2013/1/18,79,102,68,13,20,3
JCI_12647,2019/2/1,58,223,50,5,35,3
JCI_12644,2018/5/1,70,180,50,3,30,10
